State,Date,Number of Cases,Number of Deaths
Wisconsin,2020-03-14,27,0
Wisconsin,2020-03-13,19,0
Wisconsin,2020-03-12,8,0
Wisconsin,2020-03-11,6,0
Wisconsin,2020-03-10,3,0
Wisconsin,2020-03-09,2,0
Wisconsin,2020-03-08,1,0
Wisconsin,2020-03-07,1,0
Wisconsin,2020-03-06,1,0
Wisconsin,2020-03-05,1,0
Wisconsin,2020-03-04,1,0
Wisconsin,2020-03-03,1,0
Wisconsin,2020-03-02,1,0
Wisconsin,2020-03-01,1,0
Wisconsin,2020-02-29,1,0
Wisconsin,2020-02-28,1,0
Wisconsin,2020-02-27,1,0
Wisconsin,2020-02-26,1,0
Wisconsin,2020-02-25,1,0
Wisconsin,2020-02-24,1,0
Wisconsin,2020-02-23,1,0
Wisconsin,2020-02-22,1,0
Wisconsin,2020-02-21,1,0
Wisconsin,2020-02-20,1,0
Wisconsin,2020-02-19,1,0
Wisconsin,2020-02-18,1,0
Wisconsin,2020-02-17,1,0
Wisconsin,2020-02-16,1,0
Wisconsin,2020-02-15,1,0
Wisconsin,2020-02-14,1,0
Wisconsin,2020-02-13,1,0
Wisconsin,2020-02-12,1,0
Wisconsin,2020-02-11,1,0
Wisconsin,2020-02-10,1,0
Wisconsin,2020-02-09,1,0
Wisconsin,2020-02-08,1,0
Wisconsin,2020-02-07,1,0
Wisconsin,2020-02-06,1,0
Wisconsin,2020-02-05,1,0
West Virginia,2021-03-21,137826,2606
West Virginia,2021-03-20,137478,2600
West Virginia,2021-03-19,137092,2600
West Virginia,2021-03-18,136716,2570
West Virginia,2021-03-17,136334,2565
West Virginia,2021-03-16,136019,2546
West Virginia,2021-03-15,135678,2531
West Virginia,2021-03-14,135468,2530
West Virginia,2021-03-13,135149,2519
West Virginia,2021-03-12,134842,2511
West Virginia,2021-03-11,134496,2338
West Virginia,2021-03-10,134158,2330
West Virginia,2021-03-09,133856,2326
West Virginia,2021-03-08,133627,2325
West Virginia,2021-03-07,133445,2325
West Virginia,2021-03-06,133290,2323
West Virginia,2021-03-05,132964,2318
West Virginia,2021-03-04,132677,2309
West Virginia,2021-03-03,132416,2309
West Virginia,2021-03-02,132184,2301
West Virginia,2021-03-01,132048,2300
West Virginia,2021-02-28,131855,2300
West Virginia,2021-02-27,131580,2297
West Virginia,2021-02-26,131234,2291
West Virginia,2021-02-25,130813,2290
West Virginia,2021-02-24,130382,2285
West Virginia,2021-02-23,130139,2274
West Virginia,2021-02-22,129854,2263
West Virginia,2021-02-21,129616,2261
West Virginia,2021-02-20,129364,2254
West Virginia,2021-02-19,129055,2248
West Virginia,2021-02-18,128760,2236
West Virginia,2021-02-17,128405,2225
West Virginia,2021-02-16,128117,2216
West Virginia,2021-02-15,127889,2212
West Virginia,2021-02-14,127588,2210
West Virginia,2021-02-13,127282,2201
West Virginia,2021-02-12,126887,2200
West Virginia,2021-02-11,126420,2187
West Virginia,2021-02-10,125951,2175
West Virginia,2021-02-09,125522,2150
West Virginia,2021-02-08,125106,2131
West Virginia,2021-02-07,124708,2129
West Virginia,2021-02-06,124190,2119
West Virginia,2021-02-05,123641,2100
West Virginia,2021-02-04,123044,2080
West Virginia,2021-02-03,122470,2058
West Virginia,2021-02-02,121935,2031
West Virginia,2021-02-01,121425,2028
West Virginia,2021-01-31,121001,2024
West Virginia,2021-01-30,120340,2015
West Virginia,2021-01-29,119467,2006
West Virginia,2021-01-28,118562,1983
West Virginia,2021-01-27,117775,1953
West Virginia,2021-01-26,116978,1928
West Virginia,2021-01-25,115839,1899
West Virginia,2021-01-24,115307,1895
West Virginia,2021-01-23,114752,1872
West Virginia,2021-01-22,113615,1856
West Virginia,2021-01-21,112617,1849
West Virginia,2021-01-20,111677,1836
West Virginia,2021-01-19,110820,1815
West Virginia,2021-01-18,109809,1784
West Virginia,2021-01-17,108821,1776
West Virginia,2021-01-16,108124,1761
West Virginia,2021-01-15,106649,1733
West Virginia,2021-01-14,105219,1702
West Virginia,2021-01-13,104392,1671
West Virginia,2021-01-12,103203,1634
West Virginia,2021-01-11,102282,1594
West Virginia,2021-01-10,101212,1582
West Virginia,2021-01-09,99778,1570
West Virginia,2021-01-08,97898,1554
West Virginia,2021-01-07,96002,1518
West Virginia,2021-01-06,94678,1481
West Virginia,2021-01-05,93162,1442
West Virginia,2021-01-04,91886,1396
West Virginia,2021-01-03,91058,1376
West Virginia,2021-01-02,89327,1373
West Virginia,2021-01-01,87820,1361
West Virginia,2020-12-31,85334,1338
West Virginia,2020-12-30,84225,1318
West Virginia,2020-12-29,82773,1284
West Virginia,2020-12-28,81436,1263
West Virginia,2020-12-27,80710,1254
West Virginia,2020-12-26,80177,1253
West Virginia,2020-12-25,78836,1247
West Virginia,2020-12-24,77239,1228
West Virginia,2020-12-23,75936,1194
West Virginia,2020-12-22,74737,1171
West Virginia,2020-12-21,73337,1129
West Virginia,2020-12-20,72342,1128
West Virginia,2020-12-19,71215,1122
West Virginia,2020-12-18,69751,1091
West Virginia,2020-12-17,68485,1071
West Virginia,2020-12-16,66849,1039
West Virginia,2020-12-15,65708,1012
West Virginia,2020-12-14,64394,978
West Virginia,2020-12-13,63217,968
West Virginia,2020-12-12,62151,966
West Virginia,2020-12-11,60637,938
West Virginia,2020-12-10,59695,921
West Virginia,2020-12-09,58462,901
West Virginia,2020-12-08,57060,870
West Virginia,2020-12-07,56128,841
West Virginia,2020-12-06,54997,838
West Virginia,2020-12-05,53572,829
West Virginia,2020-12-04,52172,799
West Virginia,2020-12-03,51025,789
West Virginia,2020-12-02,49905,778
West Virginia,2020-12-01,48818,758
West Virginia,2020-11-30,47842,735
West Virginia,2020-11-29,46997,729
West Virginia,2020-11-28,45845,718
West Virginia,2020-11-27,45046,712
West Virginia,2020-11-26,44180,712
West Virginia,2020-11-25,43050,695
West Virginia,2020-11-24,42083,682
West Virginia,2020-11-23,41114,667
West Virginia,2020-11-22,40478,662
West Virginia,2020-11-21,39598,658
West Virginia,2020-11-20,38480,639
West Virginia,2020-11-19,37399,623
West Virginia,2020-11-18,36277,612
West Virginia,2020-11-17,35324,598
West Virginia,2020-11-16,34460,585
West Virginia,2020-11-15,33659,582
West Virginia,2020-11-14,32792,574
West Virginia,2020-11-13,31639,565
West Virginia,2020-11-12,30897,555
West Virginia,2020-11-11,30201,553
West Virginia,2020-11-10,29316,546
West Virginia,2020-11-09,28805,530
West Virginia,2020-11-08,28404,502
West Virginia,2020-11-07,27742,502
West Virginia,2020-11-06,27087,487
West Virginia,2020-11-05,26547,480
West Virginia,2020-11-04,25987,472
West Virginia,2020-11-03,25593,469
West Virginia,2020-11-02,25235,458
West Virginia,2020-11-01,24883,457
West Virginia,2020-10-31,24460,457
West Virginia,2020-10-30,23990,451
West Virginia,2020-10-29,23466,443
West Virginia,2020-10-28,23064,436
West Virginia,2020-10-27,22706,432
West Virginia,2020-10-26,22223,424
West Virginia,2020-10-25,21906,423
West Virginia,2020-10-24,21712,422
West Virginia,2020-10-23,21392,422
West Virginia,2020-10-22,21057,418
West Virginia,2020-10-21,20734,413
West Virginia,2020-10-20,20519,408
West Virginia,2020-10-19,20293,399
West Virginia,2020-10-18,20081,399
West Virginia,2020-10-17,19801,399
West Virginia,2020-10-16,19580,396
West Virginia,2020-10-15,19082,393
West Virginia,2020-10-14,18818,391
West Virginia,2020-10-13,18555,387
West Virginia,2020-10-12,18281,385
West Virginia,2020-10-11,18128,382
West Virginia,2020-10-10,17913,381
West Virginia,2020-10-09,17707,376
West Virginia,2020-10-08,17325,370
West Virginia,2020-10-07,17139,369
West Virginia,2020-10-06,16936,364
West Virginia,2020-10-05,16742,361
West Virginia,2020-10-04,16628,358
West Virginia,2020-10-03,16468,357
West Virginia,2020-10-02,16307,355
West Virginia,2020-10-01,16024,354
West Virginia,2020-09-30,15848,350
West Virginia,2020-09-29,15692,345
West Virginia,2020-09-28,15512,337
West Virginia,2020-09-27,15348,334
West Virginia,2020-09-26,15158,332
West Virginia,2020-09-25,14953,330
West Virginia,2020-09-24,14706,325
West Virginia,2020-09-23,14504,319
West Virginia,2020-09-22,14384,317
West Virginia,2020-09-21,14171,312
West Virginia,2020-09-20,14054,310
West Virginia,2020-09-19,13874,308
West Virginia,2020-09-18,13683,297
West Virginia,2020-09-17,13430,294
West Virginia,2020-09-16,13196,290
West Virginia,2020-09-15,12976,280
West Virginia,2020-09-14,12820,275
West Virginia,2020-09-13,12699,266
West Virginia,2020-09-12,12521,265
West Virginia,2020-09-11,12174,263
West Virginia,2020-09-10,12017,257
West Virginia,2020-09-09,11808,254
West Virginia,2020-09-08,11661,250
West Virginia,2020-09-07,11575,247
West Virginia,2020-09-06,11412,246
West Virginia,2020-09-05,11289,243
West Virginia,2020-09-04,11037,243
West Virginia,2020-09-03,10845,237
West Virginia,2020-09-02,10642,230
West Virginia,2020-09-01,10507,222
West Virginia,2020-08-31,10250,214
West Virginia,2020-08-30,10110,213
West Virginia,2020-08-29,9967,212
West Virginia,2020-08-28,9824,202
West Virginia,2020-08-27,9633,199
West Virginia,2020-08-26,9540,190
West Virginia,2020-08-25,9395,187
West Virginia,2020-08-24,9312,179
West Virginia,2020-08-23,9272,178
West Virginia,2020-08-22,9185,176
West Virginia,2020-08-21,9066,170
West Virginia,2020-08-20,8982,166
West Virginia,2020-08-19,8801,166
West Virginia,2020-08-18,8731,164
West Virginia,2020-08-17,8632,160
West Virginia,2020-08-16,8564,160
West Virginia,2020-08-15,8457,160
West Virginia,2020-08-14,8274,157
West Virginia,2020-08-13,8151,153
West Virginia,2020-08-12,8008,153
West Virginia,2020-08-11,7875,147
West Virginia,2020-08-10,7754,141
West Virginia,2020-08-09,7694,139
West Virginia,2020-08-08,7563,131
West Virginia,2020-08-07,7433,127
West Virginia,2020-08-06,7277,124
West Virginia,2020-08-05,7159,124
West Virginia,2020-08-04,7051,124
West Virginia,2020-08-03,6973,117
West Virginia,2020-08-02,6854,117
West Virginia,2020-08-01,6735,116
West Virginia,2020-07-31,6642,116
West Virginia,2020-07-30,6422,115
West Virginia,2020-07-29,6326,112
West Virginia,2020-07-28,6173,111
West Virginia,2020-07-27,6054,106
West Virginia,2020-07-26,5960,103
West Virginia,2020-07-25,5821,103
West Virginia,2020-07-24,5695,103
West Virginia,2020-07-23,5550,103
West Virginia,2020-07-22,5461,102
West Virginia,2020-07-21,5199,101
West Virginia,2020-07-20,5142,100
West Virginia,2020-07-19,5042,100
West Virginia,2020-07-18,4922,100
West Virginia,2020-07-17,4783,100
West Virginia,2020-07-16,4657,99
West Virginia,2020-07-15,4557,98
West Virginia,2020-07-14,4407,97
West Virginia,2020-07-13,4313,97
West Virginia,2020-07-12,4244,96
West Virginia,2020-07-11,4146,96
West Virginia,2020-07-10,3983,95
West Virginia,2020-07-09,3826,95
West Virginia,2020-07-08,3707,95
West Virginia,2020-07-07,3505,95
West Virginia,2020-07-06,3442,95
West Virginia,2020-07-05,3335,95
West Virginia,2020-07-04,3205,94
West Virginia,2020-07-03,3126,93
West Virginia,2020-07-02,3053,93
West Virginia,2020-07-01,2979,93
West Virginia,2020-06-30,2904,93
West Virginia,2020-06-29,2869,93
West Virginia,2020-06-28,2831,93
West Virginia,2020-06-27,2781,93
West Virginia,2020-06-26,2729,92
West Virginia,2020-06-25,2693,92
West Virginia,2020-06-24,2629,92
West Virginia,2020-06-23,2593,92
West Virginia,2020-06-22,2571,90
West Virginia,2020-06-21,2543,89
West Virginia,2020-06-20,2500,88
West Virginia,2020-06-19,2468,88
West Virginia,2020-06-18,2418,88
West Virginia,2020-06-17,2376,88
West Virginia,2020-06-16,2341,88
West Virginia,2020-06-15,2322,88
West Virginia,2020-06-14,2290,88
West Virginia,2020-06-13,2274,88
West Virginia,2020-06-12,2249,88
West Virginia,2020-06-11,2217,86
West Virginia,2020-06-10,2193,85
West Virginia,2020-06-09,2179,84
West Virginia,2020-06-08,2161,84
West Virginia,2020-06-07,2144,84
West Virginia,2020-06-06,2136,84
West Virginia,2020-06-05,2119,84
West Virginia,2020-06-04,2102,79
West Virginia,2020-06-03,2077,78
West Virginia,2020-06-02,2056,78
West Virginia,2020-06-01,2028,76
West Virginia,2020-05-31,2010,75
West Virginia,2020-05-30,1989,75
West Virginia,2020-05-29,1972,74
West Virginia,2020-05-28,1935,74
West Virginia,2020-05-27,1899,74
West Virginia,2020-05-26,1854,74
West Virginia,2020-05-25,1782,73
West Virginia,2020-05-24,1771,72
West Virginia,2020-05-23,1729,72
West Virginia,2020-05-22,1705,72
West Virginia,2020-05-21,1603,71
West Virginia,2020-05-20,1567,69
West Virginia,2020-05-19,1514,68
West Virginia,2020-05-18,1502,68
West Virginia,2020-05-17,1492,67
West Virginia,2020-05-16,1470,65
West Virginia,2020-05-15,1448,64
West Virginia,2020-05-14,1435,62
West Virginia,2020-05-13,1405,59
West Virginia,2020-05-12,1379,58
West Virginia,2020-05-11,1370,57
West Virginia,2020-05-10,1363,54
West Virginia,2020-05-09,1348,53
West Virginia,2020-05-08,1324,52
West Virginia,2020-05-07,1298,51
West Virginia,2020-05-06,1277,51
West Virginia,2020-05-05,1243,50
West Virginia,2020-05-04,1225,50
West Virginia,2020-05-03,1196,50
West Virginia,2020-05-02,1185,50
West Virginia,2020-05-01,1152,47
West Virginia,2020-04-30,1126,44
West Virginia,2020-04-29,1110,40
West Virginia,2020-04-28,1096,38
West Virginia,2020-04-27,1078,37
West Virginia,2020-04-26,1054,34
West Virginia,2020-04-25,1025,33
West Virginia,2020-04-24,1010,32
West Virginia,2020-04-23,981,31
West Virginia,2020-04-22,939,29
West Virginia,2020-04-21,929,26
West Virginia,2020-04-20,908,26
West Virginia,2020-04-19,890,20
West Virginia,2020-04-18,825,18
West Virginia,2020-04-17,776,16
West Virginia,2020-04-16,739,13
West Virginia,2020-04-15,725,12
West Virginia,2020-04-14,697,10
West Virginia,2020-04-13,638,9
West Virginia,2020-04-12,615,8
West Virginia,2020-04-11,593,6
West Virginia,2020-04-10,537,5
West Virginia,2020-04-09,524,5
West Virginia,2020-04-08,483,4
West Virginia,2020-04-07,413,4
West Virginia,2020-04-06,347,4
West Virginia,2020-04-05,325,3
West Virginia,2020-04-04,282,2
West Virginia,2020-04-03,242,2
West Virginia,2020-04-02,217,2
West Virginia,2020-04-01,191,2
West Virginia,2020-03-31,162,1
West Virginia,2020-03-30,145,1
West Virginia,2020-03-29,124,1
West Virginia,2020-03-28,113,0
West Virginia,2020-03-27,96,0
West Virginia,2020-03-26,76,0
West Virginia,2020-03-25,51,0
West Virginia,2020-03-24,39,0
West Virginia,2020-03-23,16,0
West Virginia,2020-03-22,16,0
West Virginia,2020-03-21,12,0
West Virginia,2020-03-20,8,0
West Virginia,2020-03-19,5,0
West Virginia,2020-03-18,2,0
West Virginia,2020-03-17,1,0
Washington,2021-03-21,357420,5224
Washington,2021-03-20,357376,5224
Washington,2021-03-19,356637,5224
Washington,2021-03-18,355706,5225
Washington,2021-03-17,354906,5212
Washington,2021-03-16,353981,5206
Washington,2021-03-15,353344,5192
Washington,2021-03-14,352225,5183
Washington,2021-03-13,352116,5183
Washington,2021-03-12,351419,5183
Washington,2021-03-11,350661,5167
Washington,2021-03-10,349881,5159
Washington,2021-03-09,349196,5141
Washington,2021-03-08,348485,5129
Washington,2021-03-07,347391,5108
Washington,2021-03-06,347301,5107
Washington,2021-03-05,346733,5104
Washington,2021-03-04,346030,5098
Washington,2021-03-03,345193,5075
Washington,2021-03-02,344516,5056
Washington,2021-03-01,343723,5038
Washington,2021-02-28,342644,5024
Washington,2021-02-27,342574,5024
Washington,2021-02-26,341941,5024
Washington,2021-02-25,340997,5015
Washington,2021-02-24,339913,4988
Washington,2021-02-23,339051,4947
Washington,2021-02-22,338309,4924
Washington,2021-02-21,336945,4886
Washington,2021-02-20,336819,4886
Washington,2021-02-19,336184,4886
Washington,2021-02-18,335338,4868
Washington,2021-02-17,334284,4824
Washington,2021-02-16,333185,4777
Washington,2021-02-15,331305,4739
Washington,2021-02-14,331164,4739
Washington,2021-02-13,331033,4739
Washington,2021-02-12,330427,4739
Washington,2021-02-11,329170,4701
Washington,2021-02-10,328246,4675
Washington,2021-02-09,327397,4635
Washington,2021-02-08,326625,4540
Washington,2021-02-07,323947,4531
Washington,2021-02-06,323748,4527
Washington,2021-02-05,323334,4526
Washington,2021-02-04,321940,4492
Washington,2021-02-03,320502,4466
Washington,2021-02-02,318967,4402
Washington,2021-02-01,317703,4404
Washington,2021-01-31,315769,4369
Washington,2021-01-30,315448,4368
Washington,2021-01-29,314033,4368
Washington,2021-01-28,312042,4328
Washington,2021-01-27,309604,4294
Washington,2021-01-26,307880,4245
Washington,2021-01-25,306489,4221
Washington,2021-01-24,304523,4182
Washington,2021-01-23,304107,4182
Washington,2021-01-22,302546,4178
Washington,2021-01-21,300420,4131
Washington,2021-01-20,298487,4021
Washington,2021-01-19,296519,4020
Washington,2021-01-18,293739,3974
Washington,2021-01-17,293296,3971
Washington,2021-01-16,290896,3971
Washington,2021-01-15,290288,3972
Washington,2021-01-14,288127,3949
Washington,2021-01-13,285690,3909
Washington,2021-01-12,283363,3869
Washington,2021-01-11,281071,3793
Washington,2021-01-10,276333,3776
Washington,2021-01-09,275832,3775
Washington,2021-01-08,273142,3768
Washington,2021-01-07,269033,3719
Washington,2021-01-06,265790,3681
Washington,2021-01-05,263713,3611
Washington,2021-01-04,261328,3558
Washington,2021-01-03,258557,3524
Washington,2021-01-02,253290,3524
Washington,2021-01-01,251585,3523
Washington,2020-12-31,251064,3523
Washington,2020-12-30,247455,3486
Washington,2020-12-29,245692,3433
Washington,2020-12-28,243547,3300
Washington,2020-12-27,241036,3283
Washington,2020-12-26,240763,3283
Washington,2020-12-25,237689,3268
Washington,2020-12-24,237269,3268
Washington,2020-12-23,234832,3245
Washington,2020-12-22,232204,3214
Washington,2020-12-21,230642,3186
Washington,2020-12-20,227049,3170
Washington,2020-12-19,226551,3169
Washington,2020-12-18,224594,3168
Washington,2020-12-17,220628,3170
Washington,2020-12-16,215310,3139
Washington,2020-12-15,214085,3123
Washington,2020-12-14,212342,3084
Washington,2020-12-13,209385,3045
Washington,2020-12-12,207399,3043
Washington,2020-12-11,204484,3097
Washington,2020-12-10,201179,3075
Washington,2020-12-09,197973,3146
Washington,2020-12-08,194788,3102
Washington,2020-12-07,191468,3080
Washington,2020-12-06,185505,3065
Washington,2020-12-05,184079,3065
Washington,2020-12-04,182758,3062
Washington,2020-12-03,180125,3040
Washington,2020-12-02,177929,2979
Washington,2020-12-01,174969,2927
Washington,2020-11-30,172175,2895
Washington,2020-11-29,168333,2828
Washington,2020-11-28,166736,2828
Washington,2020-11-27,165230,2828
Washington,2020-11-26,161911,2825
Washington,2020-11-25,161207,2825
Washington,2020-11-24,158234,2807
Washington,2020-11-23,155336,2775
Washington,2020-11-22,149703,2738
Washington,2020-11-21,148691,2738
Washington,2020-11-20,147251,2738
Washington,2020-11-19,144968,2717
Washington,2020-11-18,142511,2704
Washington,2020-11-17,140923,2686
Washington,2020-11-16,138602,2661
Washington,2020-11-15,135365,2638
Washington,2020-11-14,133612,2638
Washington,2020-11-13,132183,2634
Washington,2020-11-12,129672,2619
Washington,2020-11-11,126886,2595
Washington,2020-11-10,126091,2594
Washington,2020-11-09,124560,2577
Washington,2020-11-08,122310,2552
Washington,2020-11-07,121220,2552
Washington,2020-11-06,120123,2552
Washington,2020-11-05,118459,2542
Washington,2020-11-04,117091,2526
Washington,2020-11-03,115608,2507
Washington,2020-11-02,114787,2484
Washington,2020-11-01,113109,2468
Washington,2020-10-31,112580,2468
Washington,2020-10-30,111893,2468
Washington,2020-10-29,110748,2463
Washington,2020-10-28,109865,2454
Washington,2020-10-27,108966,2438
Washington,2020-10-26,108393,2428
Washington,2020-10-25,107270,2396
Washington,2020-10-24,106772,2396
Washington,2020-10-23,106189,2396
Washington,2020-10-22,105364,2389
Washington,2020-10-21,104624,2384
Washington,2020-10-20,103845,2380
Washington,2020-10-19,103323,2357
Washington,2020-10-18,102403,2339
Washington,2020-10-17,102054,2339
Washington,2020-10-16,101533,2338
Washington,2020-10-15,100838,2331
Washington,2020-10-14,100068,2319
Washington,2020-10-13,99311,2311
Washington,2020-10-12,98265,2292
Washington,2020-10-11,97527,2289
Washington,2020-10-10,97223,2289
Washington,2020-10-09,96837,2288
Washington,2020-10-08,96227,2280
Washington,2020-10-07,95500,2274
Washington,2020-10-06,94694,2261
Washington,2020-10-05,94202,2253
Washington,2020-10-04,93527,2238
Washington,2020-10-03,93160,2238
Washington,2020-10-02,92727,2239
Washington,2020-10-01,92166,2227
Washington,2020-09-30,91560,2222
Washington,2020-09-29,91011,2218
Washington,2020-09-28,90596,2199
Washington,2020-09-27,89822,2196
Washington,2020-09-26,89514,2196
Washington,2020-09-25,89149,2193
Washington,2020-09-24,88597,2175
Washington,2020-09-23,88042,2175
Washington,2020-09-22,87233,2163
Washington,2020-09-21,86803,2137
Washington,2020-09-20,86169,2130
Washington,2020-09-19,85886,2130
Washington,2020-09-18,85583,2130
Washington,2020-09-17,85101,2123
Washington,2020-09-16,84714,2113
Washington,2020-09-15,84222,2107
Washington,2020-09-14,83861,2095
Washington,2020-09-13,83177,2079
Washington,2020-09-12,82957,2079
Washington,2020-09-11,82590,2079
Washington,2020-09-10,82125,2073
Washington,2020-09-09,81528,2066
Washington,2020-09-08,81048,2045
Washington,2020-09-07,80485,2043
Washington,2020-09-06,80369,2043
Washington,2020-09-05,79900,2042
Washington,2020-09-04,79721,2042
Washington,2020-09-03,79120,2033
Washington,2020-09-02,78554,2025
Washington,2020-09-01,78061,2018
Washington,2020-08-31,77718,2002
Washington,2020-08-30,77122,1992
Washington,2020-08-29,76834,1992
Washington,2020-08-28,76397,1992
Washington,2020-08-27,75752,1977
Washington,2020-08-26,75207,1968
Washington,2020-08-25,74634,1962
Washington,2020-08-24,74292,1953
Washington,2020-08-23,73745,1948
Washington,2020-08-22,73353,1944
Washington,2020-08-21,72787,1937
Washington,2020-08-20,72284,1924
Washington,2020-08-19,71594,1910
Washington,2020-08-18,71032,1895
Washington,2020-08-17,70509,1869
Washington,2020-08-16,69894,1861
Washington,2020-08-15,69136,1842
Washington,2020-08-14,68581,1825
Washington,2020-08-13,68095,1822
Washington,2020-08-12,67170,1788
Washington,2020-08-11,66619,1785
Washington,2020-08-10,66225,1780
Washington,2020-08-09,65248,1773
Washington,2020-08-08,64346,1751
Washington,2020-08-07,63975,1743
Washington,2020-08-06,63056,1715
Washington,2020-08-05,62389,1704
Washington,2020-08-04,61828,1705
Washington,2020-08-03,61011,1684
Washington,2020-08-02,60160,1679
Washington,2020-08-01,59648,1675
Washington,2020-07-31,58725,1653
Washington,2020-07-30,58099,1652
Washington,2020-07-29,57299,1642
Washington,2020-07-28,56575,1632
Washington,2020-07-27,55547,1610
Washington,2020-07-26,54421,1595
Washington,2020-07-25,53883,1591
Washington,2020-07-24,53278,1590
Washington,2020-07-23,52255,1548
Washington,2020-07-22,51442,1534
Washington,2020-07-21,50746,1531
Washington,2020-07-20,49949,1521
Washington,2020-07-19,48601,1512
Washington,2020-07-18,47889,1509
Washington,2020-07-17,47226,1498
Washington,2020-07-16,46268,1492
Washington,2020-07-15,45004,1486
Washington,2020-07-14,44257,1465
Washington,2020-07-13,43538,1439
Washington,2020-07-12,42181,1438
Washington,2020-07-11,41326,1426
Washington,2020-07-10,41090,1426
Washington,2020-07-09,40369,1410
Washington,2020-07-08,39661,1395
Washington,2020-07-07,39063,1385
Washington,2020-07-06,38517,1370
Washington,2020-07-05,37468,1360
Washington,2020-07-04,36799,1355
Washington,2020-07-03,36417,1353
Washington,2020-07-02,35921,1343
Washington,2020-07-01,35258,1340
Washington,2020-06-30,34541,1333
Washington,2020-06-29,34036,1321
Washington,2020-06-28,33341,1311
Washington,2020-06-27,33031,1311
Washington,2020-06-26,32489,1305
Washington,2020-06-25,31998,1301
Washington,2020-06-24,31400,1294
Washington,2020-06-23,30778,1285
